stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
265,,"FORT MOSELLE",,49.124674,6.164548,,https://services.lemet.fr/fr/biv/arret/26289,0,,2
6110,,"SQUARE DU LUXEMBOURG",,49.121245,6.168918,,https://services.lemet.fr/fr/biv/arret/1466,0,,1
6120,,"REPUBLIQUE",,49.114995,6.173385,,https://services.lemet.fr/fr/biv/arret/1516,0,,1
6130,,"ROI GEORGE",,49.110651,6.171616,,https://services.lemet.fr/fr/biv/arret/1567,0,,1
6140,,"GARE",,49.110368,6.177609,,https://services.lemet.fr/fr/biv/arret/7334,0,,1
6150,,"CENTRE POMPIDOU METZ",,49.109098,6.180880,,https://services.lemet.fr/fr/biv/arret/1587,0,,1
232,,"DEMBOUR",,49.106523,6.179279,,https://services.lemet.fr/fr/biv/arret/70857,0,,1
2330,,"LEMUD",,49.104250,6.179548,,https://services.lemet.fr/fr/biv/arret/26296,0,,1
234,,"PIERNE",,49.102558,6.179825,,https://services.lemet.fr/fr/biv/arret/7372,0,,1
235,,"LOTHAIRE",,49.099576,6.180356,,https://services.lemet.fr/fr/biv/arret/7356,0,,1
237,,"VANDERNOOT",,49.095555,6.180705,,https://services.lemet.fr/fr/biv/arret/1515,0,,2
238,,"BOUCHOTTE",,49.092494,6.181268,,https://services.lemet.fr/fr/biv/arret/1514,0,,2
239,,"FRECOT",,49.091320,6.181540,,https://services.lemet.fr/fr/biv/arret/7329,0,,1
250,,"FAUBOURG",,49.085410,6.182650,,https://services.lemet.fr/fr/biv/arret/26287,0,,1
260,,"PLATEAU",,49.082390,6.184219,,https://services.lemet.fr/fr/biv/arret/7376,0,,1
249,,"APREMONT",,49.080330,6.187050,,https://services.lemet.fr/fr/biv/arret/7291,0,,1
248,,"LA PLAINE",,49.078720,6.189810,,https://services.lemet.fr/fr/biv/arret/1588,0,,1
247,,"ROOSEVELT",,49.077240,6.193779,,https://services.lemet.fr/fr/biv/arret/1589,0,,1
246,,"MAGNY-AU-BOIS",,49.075206,6.194991,,https://services.lemet.fr/fr/biv/arret/7357,0,,2
245,,"OBELLIANE",,49.076040,6.192849,,https://services.lemet.fr/fr/biv/arret/1590,0,,2
244,,"ARMOISIERES",,49.075620,6.189540,,https://services.lemet.fr/fr/biv/arret/26281,0,,2
584,,"BEAUSOLEIL",,49.075712,6.186836,,https://services.lemet.fr/fr/biv/arret/1591,0,,2
585,,"HAUTS-DE-MAGNY",,49.074087,6.190827,,https://services.lemet.fr/fr/biv/arret/1592,0,,2
591,,"AUBEPINE",,49.071569,6.193588,,https://services.lemet.fr/fr/biv/arret/7295,0,,1
380,,"MAISON NEUVE",,49.110280,6.091201,,https://services.lemet.fr/fr/biv/arret/7540,0,,1
278,,"HAIE BRULEE",,49.111049,6.096904,,https://services.lemet.fr/fr/biv/arret/7539,0,,2
277,,"SERRET",,49.109900,6.099858,,https://services.lemet.fr/fr/biv/arret/1583,0,,2
276,,"ST-JEAN",,49.107761,6.105710,,https://services.lemet.fr/fr/biv/arret/7462,0,,1
275,,"MOULINS",,49.106477,6.111286,,https://services.lemet.fr/fr/biv/arret/1584,0,,1
274,,"LIBERTE",,49.107597,6.116957,,https://services.lemet.fr/fr/biv/arret/7628,0,,1
273,,"SCY BAS",,49.108430,6.120870,,https://services.lemet.fr/fr/biv/arret/26331,0,,1
262,,"EN PRILLE",,49.109378,6.125309,,https://services.lemet.fr/fr/biv/arret/7627,0,,2
272,,"LECLERC",,49.110796,6.129704,,https://services.lemet.fr/fr/biv/arret/7226,0,,2
271,,"LONGEVILLE",,49.112725,6.135222,,https://services.lemet.fr/fr/biv/arret/7227,0,,2
270,,"MIGETTE",,49.113966,6.138610,,https://services.lemet.fr/fr/biv/arret/7228,0,,2
214,,"CASINO",,49.116462,6.141333,,https://services.lemet.fr/fr/biv/arret/1585,0,,1
268,,"PONT DE VERDUN",,49.119567,6.144533,,https://services.lemet.fr/fr/biv/arret/1586,0,,1
229,,"FOCH",,49.120940,6.148440,,https://services.lemet.fr/fr/biv/arret/6958,0,,1
267,,"ST-MARTIN",,49.121714,6.151256,,https://services.lemet.fr/fr/biv/arret/6961,0,,1
395,,"TIGNOMONT",,49.127619,6.160069,,https://services.lemet.fr/fr/biv/arret/1465,0,,1
265,,"FORT MOSELLE",,49.124674,6.164548,,https://services.lemet.fr/fr/biv/arret/26289,0,,2
6110,,"SQUARE DU LUXEMBOURG",,49.121245,6.168918,,https://services.lemet.fr/fr/biv/arret/1466,0,,1
6120,,"REPUBLIQUE",,49.114995,6.173385,,https://services.lemet.fr/fr/biv/arret/1516,0,,1
6130,,"ROI GEORGE",,49.110651,6.171616,,https://services.lemet.fr/fr/biv/arret/1567,0,,1
6140,,"GARE",,49.110368,6.177609,,https://services.lemet.fr/fr/biv/arret/7334,0,,1
6150,,"CENTRE POMPIDOU METZ",,49.109098,6.180880,,https://services.lemet.fr/fr/biv/arret/1587,0,,1
232,,"DEMBOUR",,49.106523,6.179279,,https://services.lemet.fr/fr/biv/arret/70857,0,,1
2330,,"LEMUD",,49.104250,6.179548,,https://services.lemet.fr/fr/biv/arret/26296,0,,1
234,,"PIERNE",,49.102558,6.179825,,https://services.lemet.fr/fr/biv/arret/7372,0,,1
235,,"LOTHAIRE",,49.099576,6.180356,,https://services.lemet.fr/fr/biv/arret/7356,0,,1
237,,"VANDERNOOT",,49.095555,6.180705,,https://services.lemet.fr/fr/biv/arret/1515,0,,2
238,,"BOUCHOTTE",,49.092494,6.181268,,https://services.lemet.fr/fr/biv/arret/1514,0,,2
239,,"FRECOT",,49.091320,6.181540,,https://services.lemet.fr/fr/biv/arret/7329,0,,1
250,,"FAUBOURG",,49.085410,6.182650,,https://services.lemet.fr/fr/biv/arret/26287,0,,1
380,,"MAISON NEUVE",,49.110280,6.091201,,https://services.lemet.fr/fr/biv/arret/7540,0,,1
278,,"HAIE BRULEE",,49.111049,6.096904,,https://services.lemet.fr/fr/biv/arret/7539,0,,2
277,,"SERRET",,49.109900,6.099858,,https://services.lemet.fr/fr/biv/arret/1583,0,,2
276,,"ST-JEAN",,49.107761,6.105710,,https://services.lemet.fr/fr/biv/arret/7462,0,,1
275,,"MOULINS",,49.106477,6.111286,,https://services.lemet.fr/fr/biv/arret/1584,0,,1
274,,"LIBERTE",,49.107597,6.116957,,https://services.lemet.fr/fr/biv/arret/7628,0,,1
273,,"SCY BAS",,49.108430,6.120870,,https://services.lemet.fr/fr/biv/arret/26331,0,,1
262,,"EN PRILLE",,49.109378,6.125309,,https://services.lemet.fr/fr/biv/arret/7627,0,,2
272,,"LECLERC",,49.110796,6.129704,,https://services.lemet.fr/fr/biv/arret/7226,0,,2
271,,"LONGEVILLE",,49.112725,6.135222,,https://services.lemet.fr/fr/biv/arret/7227,0,,2
270,,"MIGETTE",,49.113966,6.138610,,https://services.lemet.fr/fr/biv/arret/7228,0,,2
214,,"CASINO",,49.116462,6.141333,,https://services.lemet.fr/fr/biv/arret/1585,0,,1
268,,"PONT DE VERDUN",,49.119567,6.144533,,https://services.lemet.fr/fr/biv/arret/1586,0,,1
229,,"FOCH",,49.120940,6.148440,,https://services.lemet.fr/fr/biv/arret/6958,0,,1
267,,"ST-MARTIN",,49.121714,6.151256,,https://services.lemet.fr/fr/biv/arret/6961,0,,1
395,,"TIGNOMONT",,49.127619,6.160069,,https://services.lemet.fr/fr/biv/arret/1465,0,,1
265,,"FORT MOSELLE",,49.124674,6.164548,,https://services.lemet.fr/fr/biv/arret/26289,0,,2
6110,,"SQUARE DU LUXEMBOURG",,49.121245,6.168918,,https://services.lemet.fr/fr/biv/arret/1466,0,,1
6120,,"REPUBLIQUE",,49.114995,6.173385,,https://services.lemet.fr/fr/biv/arret/1516,0,,1
6130,,"ROI GEORGE",,49.110651,6.171616,,https://services.lemet.fr/fr/biv/arret/1567,0,,1
6140,,"GARE",,49.110368,6.177609,,https://services.lemet.fr/fr/biv/arret/7334,0,,1
6150,,"CENTRE POMPIDOU METZ",,49.109098,6.180880,,https://services.lemet.fr/fr/biv/arret/1587,0,,1
232,,"DEMBOUR",,49.106523,6.179279,,https://services.lemet.fr/fr/biv/arret/70857,0,,1
2330,,"LEMUD",,49.104250,6.179548,,https://services.lemet.fr/fr/biv/arret/26296,0,,1
234,,"PIERNE",,49.102558,6.179825,,https://services.lemet.fr/fr/biv/arret/7372,0,,1
235,,"LOTHAIRE",,49.099576,6.180356,,https://services.lemet.fr/fr/biv/arret/7356,0,,1
237,,"VANDERNOOT",,49.095555,6.180705,,https://services.lemet.fr/fr/biv/arret/1515,0,,2
238,,"BOUCHOTTE",,49.092494,6.181268,,https://services.lemet.fr/fr/biv/arret/1514,0,,2
239,,"FRECOT",,49.091320,6.181540,,https://services.lemet.fr/fr/biv/arret/7329,0,,1
250,,"FAUBOURG",,49.085410,6.182650,,https://services.lemet.fr/fr/biv/arret/26287,0,,1
242,,"ST-ROCH",,49.078383,6.183834,,https://services.lemet.fr/fr/biv/arret/7404,0,,1
306,,"PETIT CLOU",,49.074774,6.184282,,https://services.lemet.fr/fr/biv/arret/7369,0,,1
307,,"ACACIAS",,49.073284,6.184477,,https://services.lemet.fr/fr/biv/arret/1513,0,,2
308,,"ROSEAUX",,49.071263,6.186714,,https://services.lemet.fr/fr/biv/arret/7389,0,,2
225,,"VALERIANE",,49.070585,6.190306,,https://services.lemet.fr/fr/biv/arret/7415,0,,1
591,,"AUBEPINE",,49.071569,6.193588,,https://services.lemet.fr/fr/biv/arret/7295,0,,1
